,length,ppl,label
587,43.0,-520.362855,0
588,13.0,-181.690544,0
589,17.0,-209.023374,0
590,20.0,-227.853455,0
591,35.0,-439.21199,0
592,21.0,-268.672169,0
593,39.0,-465.843252,0
594,14.0,-209.98574,0
595,16.0,-193.960581,0
596,39.0,-479.660248,0
597,30.0,-383.290943,0
598,20.0,-286.298161,0
599,40.0,-472.481746,0
600,15.0,-191.937081,0
601,47.0,-629.52909,0
602,34.0,-463.080859,0
603,28.0,-360.151945,0
604,12.0,-159.965919,0
605,44.0,-482.087797,0
606,20.0,-253.52706,0
607,47.0,-579.70995,0
608,13.0,-172.317451,0
609,29.0,-355.612298,0
610,30.0,-390.151333,0
611,20.0,-273.24156,0
612,14.0,-183.909724,0
613,4.0,-46.884181,0
614,33.0,-441.298006,0
615,14.0,-170.843172,0
616,44.0,-568.883656,0
617,31.0,-395.467999,0
618,32.0,-354.648332,0
619,22.0,-297.281746,0
620,12.0,-153.662081,0
621,19.0,-251.919249,0
622,10.0,-156.425754,0
623,40.0,-450.461638,0
624,26.0,-350.656587,0
625,39.0,-524.615075,0
626,41.0,-589.43096,0
627,8.0,-93.650125,0
628,7.0,-78.910905,0
629,25.0,-302.283621,0
630,42.0,-524.537631,0
631,18.0,-230.384625,0
632,18.0,-243.357488,0
633,16.0,-200.398528,0
634,37.0,-449.246346,0
635,18.0,-249.956844,0
636,47.0,-567.84382,0
637,12.0,-155.830331,0
638,44.0,-582.28653,0
639,13.0,-187.946059,0
640,15.0,-185.23206,0
641,13.0,-168.386557,0
642,12.0,-153.703767,0
643,42.0,-550.307621,0
644,26.0,-316.986572,0
645,15.0,-204.777161,0
646,21.0,-249.077908,0
647,29.0,-401.345905,0
648,4.0,-60.138696,0
649,27.0,-341.011376,0
650,12.0,-153.453005,0
651,13.0,-162.024371,0
652,5.0,-55.370113,0
653,7.0,-78.811074,0
654,24.0,-265.371932,0
655,18.0,-234.432393,0
656,11.0,-162.893006,0
657,18.0,-226.065996,0
658,10.0,-130.091852,0
659,17.0,-208.681749,0
660,28.0,-307.637881,0
661,5.0,-48.696543,0
662,37.0,-444.903588,0
663,16.0,-193.77444,0
664,23.0,-300.252501,0
665,7.0,-111.835788,0
666,10.0,-117.059839,0
667,25.0,-308.583212,0
668,21.0,-242.33544,0
669,36.0,-391.302169,0
670,1.0,-8.617199,0
671,14.0,-170.629577,0
672,28.0,-379.610912,0
673,47.0,-554.006126,0
674,15.0,-159.411898,0
675,13.0,-188.370261,0
676,29.0,-362.068046,0
677,5.0,-48.750583,0
678,22.0,-274.939489,0
679,48.0,-614.176763,0
680,47.0,-570.319899,0
681,10.0,-136.65729,0
682,9.0,-101.876797,0
683,8.0,-100.188991,0
684,16.0,-200.237248,0
685,26.0,-306.170241,0
686,15.0,-178.568818,0
687,16.0,-206.564113,0
688,25.0,-309.0396,0
689,11.0,-145.058672,0
690,15.0,-178.927345,0
691,13.0,-155.365419,0
692,28.0,-353.474363,0
693,5.0,-75.029387,0
694,51.0,-484.278339,0
695,9.0,-115.861423,0
696,15.0,-191.81213,0
697,19.0,-285.131014,0
698,33.0,-392.777892,0
699,12.0,-173.159787,0
700,35.0,-452.294983,0
701,22.0,-309.49313,0
702,30.0,-377.086713,0
703,38.0,-470.777987,0
704,47.0,-527.394054,0
705,25.0,-254.852485,0
706,15.0,-179.14225,0
707,13.0,-142.249439,0
708,42.0,-410.884247,0
709,12.0,-173.261422,0
710,29.0,-338.625915,0
