,length,ppl,label
563,46.0,-440.536337,0
564,19.0,-213.809744,0
565,15.0,-152.593888,0
566,40.0,-400.727613,0
567,40.0,-416.11,0
568,9.0,-118.899143,0
569,34.0,-350.180089,0
570,20.0,-216.913095,0
571,39.0,-422.19003,0
572,37.0,-357.74925,0
573,52.0,-566.399115,0
574,13.0,-127.227506,0
575,16.0,-183.976318,0
576,16.0,-166.520996,0
577,24.0,-248.444391,0
578,3.0,-21.344088,0
579,5.0,-58.541185,0
580,33.0,-309.806223,0
581,36.0,-347.516907,0
582,20.0,-209.727265,0
583,49.0,-457.809714,0
584,27.0,-259.907548,0
585,24.0,-202.717943,0
586,22.0,-197.136147,0
587,49.0,-464.924104,0
588,16.0,-134.781279,0
589,19.0,-216.728213,0
590,22.0,-208.234205,0
591,47.0,-488.545406,0
592,22.0,-227.251113,0
593,34.0,-364.450326,0
594,20.0,-205.163835,0
595,15.0,-181.562839,0
596,57.0,-580.385429,0
597,27.0,-268.58276,0
598,21.0,-236.130822,0
599,42.0,-380.022411,0
600,17.0,-161.845244,0
601,53.0,-508.285748,0
602,35.0,-372.667559,0
603,24.0,-208.29606,0
604,15.0,-158.05206,0
605,36.0,-302.269169,0
606,24.0,-246.388248,0
607,48.0,-437.863121,0
608,21.0,-295.240997,0
609,28.0,-282.069878,0
610,29.0,-323.880618,0
611,25.0,-236.153807,0
612,15.0,-141.619242,0
613,6.0,-79.419653,0
614,44.0,-410.136047,0
615,16.0,-166.6854,0
616,51.0,-518.181068,0
617,23.0,-258.962808,0
618,43.0,-389.503477,0
619,25.0,-270.468844,0
620,16.0,-114.875569,0
621,15.0,-193.497363,0
622,13.0,-128.526506,0
623,44.0,-449.759432,0
624,38.0,-362.14655,0
625,56.0,-585.68024,0
626,47.0,-558.591427,0
627,8.0,-56.902089,0
628,7.0,-61.994534,0
629,22.0,-241.675885,0
630,42.0,-383.359476,0
631,19.0,-192.089069,0
632,14.0,-146.715604,0
633,19.0,-181.369023,0
634,42.0,-402.890395,0
635,22.0,-205.31838,0
636,47.0,-506.303739,0
637,12.0,-128.889271,0
638,45.0,-450.896238,0
639,16.0,-192.960543,0
640,15.0,-131.865126,0
641,13.0,-124.262124,0
642,13.0,-157.525726,0
643,42.0,-430.252989,0
644,26.0,-269.684719,0
645,15.0,-140.817436,0
646,19.0,-156.275517,0
647,28.0,-274.947772,0
648,3.0,-42.748385,0
649,31.0,-262.582971,0
650,12.0,-106.370456,0
651,11.0,-85.457532,0
652,4.0,-32.131544,0
653,6.0,-64.487457,0
654,30.0,-253.406694,0
655,20.0,-201.492302,0
656,21.0,-201.509844,0
657,24.0,-206.816853,0
658,9.0,-79.884377,0
659,18.0,-196.848832,0
660,26.0,-232.836648,0
661,5.0,-38.842774,0
662,34.0,-332.805892,0
663,19.0,-163.59504,0
664,16.0,-150.220778,0
665,6.0,-60.61712,0
666,13.0,-109.594491,0
667,28.0,-256.305732,0
668,18.0,-169.141985,0
669,39.0,-313.181923,0
670,7.0,-68.522851,0
